Species name,Clade name,wing length,tail length,tarsus length,middle toe length,bill length,bill width,bill depth,Neotropics,Afrotropics,Orient,Australasia,other region
Acanthiza chrysorrhoa,basal_oscine,59.0,40.0,18.0,11.2,10.7,3.9,2.9,0,0,0,1,0
Acanthiza lineata,basal_oscine,51.0,37.0,17.0,10.8,6.7,2.7,2.5,0,0,0,1,0
Acanthiza pusilla,basal_oscine,52.0,43.0,20.1,11.0,8.2,3.0,2.2,0,0,0,1,0
Acanthiza reguloides,basal_oscine,52.0,38.0,17.6,10.9,8.3,2.9,2.2,0,0,0,1,0
Acanthorhynchus tenuirostris,basal_oscine,65.0,60.0,17.4,13.0,22.8,3.8,3.5,0,0,0,1,0
Ailuroedus buccoides,basal_oscine,131.4,85.3,37.3,25.2,29.7,14.1,13.9,0,0,0,1,0
Ailuroedus crassirostris,basal_oscine,156.3,110.0,45.7,30.4,32.1,16.6,16.6,0,0,0,1,0
Ailuroedus melanotis,basal_oscine,170.0,130.0,48.3,33.5,39.0,18.5,19.5,0,0,0,1,0
Amblyornis inornata,basal_oscine,129.5,107.0,35.3,24.4,29.0,14.9,12.3,0,0,0,1,0
Amblyornis macgregoriae,basal_oscine,139.3,104.0,37.8,25.3,25.9,12.5,10.9,0,0,0,1,0
Amblyornis subalaris,basal_oscine,122.5,80.5,35.9,25.6,21.7,10.5,10.0,0,0,0,1,0
Amytornis housei,basal_oscine,73.5,90.5,26.8,16.7,18.1,7.7,6.4,0,0,0,1,0
Amytornis purnelli,basal_oscine,63.5,76.0,25.8,16.8,16.4,6.2,5.3,0,0,0,1,0
Amytornis striatus,basal_oscine,61.3,85.3,24.7,14.9,14.5,6.3,5.4,0,0,0,1,0
Amytornis textilis,basal_oscine,62.0,84.0,24.5,16.1,13.2,7.9,7.1,0,0,0,1,0
Amytornis woodwardi,basal_oscine,77.5,106.0,28.8,19.0,20.7,8.3,7.0,0,0,0,1,0
Anthochaera carunculata,basal_oscine,154.0,165.0,32.1,25.2,26.3,8.0,7.6,0,0,0,1,0
Anthochaera chrysoptera,basal_oscine,126.0,140.0,28.0,18.6,31.1,10.2,9.1,0,0,0,1,0
Anthornis melanura,basal_oscine,87.0,76.0,24.8,16.7,20.9,6.8,5.5,0,0,0,0,1
Aphelocephala leucopsis,basal_oscine,61.0,45.0,18.6,11.9,9.8,5.2,4.6,0,0,0,1,0
Atrichornis clamosus,basal_oscine,82.0,105.0,25.3,22.2,19.3,7.8,7.2,0,0,0,1,0
Atrichornis rufescens,basal_oscine,61.5,62.5,22.1,19.7,16.4,6.4,5.4,0,0,0,1,0
Chlamydera cerviniventris,basal_oscine,138.5,113.0,42.1,32.3,28.8,13.5,11.3,0,0,0,1,0
Chlamydera lauterbachi,basal_oscine,129.0,103.7,38.7,28.8,24.1,12.2,10.7,0,0,0,1,0
Chlamydera maculata,basal_oscine,146.0,110.0,41.0,29.1,31.0,15.1,13.0,0,0,0,1,0
Chlamydera nuchalis,basal_oscine,164.0,132.5,45.8,32.5,31.6,13.7,11.9,0,0,0,1,0
Chthonicola sagittatus,basal_oscine,59.0,47.0,19.0,13.8,10.2,3.7,3.5,0,0,0,1,0
Climacteris erythrops,basal_oscine,88.5,63.0,23.9,20.1,21.1,6.8,5.1,0,0,0,1,0
Climacteris picumnus,basal_oscine,93.0,67.0,25.2,20.6,16.8,5.4,4.7,0,0,0,1,0
Climacteris rufus,basal_oscine,89.5,59.5,23.5,19.3,19.2,6.5,4.3,0,0,0,1,0
Cormobates leucophaea,basal_oscine,91.5,62.3,22.9,21.5,19.9,5.4,4.2,0,0,0,1,0
Crateroscelis murina,basal_oscine,59.0,38.0,23.0,12.8,15.9,4.9,3.6,0,0,0,1,0
Crateroscelis robusta,basal_oscine,56.0,29.0,25.1,15.6,15.2,6.2,4.6,0,0,0,1,0
Dasyornis brachypterus,basal_oscine,78.0,99.8,25.9,20.1,17.6,8.4,7.1,0,0,0,1,0
Dasyornis broadbenti,basal_oscine,102.0,126.5,36.0,23.0,24.2,9.1,8.0,0,0,0,1,0
Dasyornis longirostris,basal_oscine,73.5,96.5,25.6,19.2,19.1,7.5,6.7,0,0,0,1,0
Epthianura aurifrons,basal_oscine,67.5,37.0,19.0,12.5,13.9,4.8,4.0,0,0,0,1,0
Epthianura tricolor,basal_oscine,68.0,36.0,19.7,12.4,16.9,5.1,4.0,0,0,0,1,0
Gerygone chrysogaster,basal_oscine,53.0,35.0,15.4,7.8,12.1,3.9,3.0,0,0,0,1,0
Gerygone olivacea,basal_oscine,59.0,43.0,17.0,10.6,10.7,4.3,3.4,0,0,0,1,0
Glycichaera fallax,basal_oscine,57.0,39.0,17.8,9.8,12.9,4.8,2.9,0,0,0,1,0
Hylacola pyrrhopygia,basal_oscine,53.5,66.0,23.2,15.3,15.6,5.6,4.9,0,0,0,1,0
Lichenostomus fuscus,basal_oscine,80.0,69.0,19.3,16.0,14.9,4.7,4.4,0,0,0,1,0
Lichenostomus melanops,basal_oscine,79.0,72.0,20.7,12.6,18.0,6.2,5.2,0,0,0,1,0
Lichmera flavicans,basal_oscine,72.0,59.0,18.4,11.2,20.3,5.6,4.6,0,0,0,1,0
Macgregoria pulchra,basal_oscine,183.0,131.0,57.6,31.2,32.8,14.4,12.6,0,0,0,1,0
Malurus alboscapulatus,basal_oscine,49.5,36.5,21.1,13.4,13.1,5.8,4.1,0,0,0,1,0
Malurus cyaneus,basal_oscine,49.3,59.3,22.2,13.7,11.4,4.7,3.3,0,0,0,1,0
Malurus cyanocephalus,basal_oscine,60.0,59.0,22.4,14.1,18.8,7.4,4.3,0,0,0,1,0
Malurus grayi,basal_oscine,62.0,54.0,22.6,11.1,18.7,6.8,4.2,0,0,0,1,0
Malurus splendens,basal_oscine,55.0,59.0,23.9,11.0,9.8,6.2,4.1,0,0,0,1,0
Melilestes megarhynchus,basal_oscine,98.0,80.0,23.9,15.6,44.2,6.6,6.4,0,0,0,1,0
Meliphaga analoga,basal_oscine,80.0,59.0,22.5,13.7,20.0,7.2,5.6,0,0,0,1,0
Meliphaga reticulata,basal_oscine,77.0,67.0,22.2,13.7,20.6,6.6,5.3,0,0,0,1,0
Melipotes fumigatus,basal_oscine,107.0,92.0,28.7,16.6,22.1,8.1,6.7,0,0,0,1,0
Melithreptus brevirostris,basal_oscine,67.0,56.0,20.2,9.3,12.2,4.0,4.0,0,0,0,1,0
Melithreptus lunatus,basal_oscine,74.0,57.0,18.4,12.5,13.5,4.5,4.3,0,0,0,1,0
Menura alberti,basal_oscine,261.0,486.0,104.0,64.5,41.9,15.7,14.3,0,0,0,1,0
Menura novaehollandiae,basal_oscine,271.5,534.5,100.5,61.5,39.3,16.6,14.5,0,0,0,1,0
Myzomela eques,basal_oscine,68.0,54.0,16.6,10.5,21.9,4.2,3.8,0,0,0,1,0
Myzomela sanguinolenta,basal_oscine,58.0,36.0,13.5,11.7,14.1,3.9,3.3,0,0,0,1,0
Origma solitaria,basal_oscine,67.0,55.0,24.8,14.5,15.5,5.5,3.8,0,0,0,1,0
Orthonyx spaldingii,basal_oscine,118.8,106.3,45.0,26.9,23.9,10.6,9.1,0,0,0,1,0
Orthonyx temminckii,basal_oscine,88.8,78.8,32.0,20.5,16.1,7.6,6.8,0,0,0,1,0
Pardalotus punctatus,basal_oscine,57.0,29.0,16.5,12.0,7.2,4.7,4.1,0,0,0,1,0
Pardalotus striatus,basal_oscine,62.5,30.2,18.0,11.2,9.3,5.3,4.0,0,0,0,1,0
Philemon corniculatus,basal_oscine,155.0,128.0,30.6,24.9,35.4,8.2,9.9,0,0,0,1,0
Philemon meyeri,basal_oscine,109.0,93.0,23.2,15.2,32.8,7.6,7.2,0,0,0,1,0
Philemon novaeguineae,basal_oscine,149.0,123.0,34.6,21.4,43.3,8.6,10.0,0,0,0,1,0
Phylidonyris niger,basal_oscine,79.0,71.0,19.3,14.7,23.9,7.1,6.1,0,0,0,1,0
Pomatostomus isidorei,basal_oscine,112.3,111.8,32.3,24.4,28.5,7.6,8.0,0,0,0,1,0
Pomatostomus superciliosus,basal_oscine,74.0,76.0,26.6,18.9,24.2,6.3,6.5,0,0,0,1,0
Pomatostomus temporalis,basal_oscine,115.0,113.5,33.0,23.6,29.2,7.4,8.1,0,0,0,1,0
Prionodura newtoniana,basal_oscine,121.0,95.0,31.2,21.9,22.2,9.2,7.8,0,0,0,1,0
Ptilonorhynchus violaceus,basal_oscine,165.5,126.3,47.0,34.6,31.6,15.6,14.4,0,0,0,1,0
Ptiloprora guisei,basal_oscine,82.0,66.0,24.0,13.8,25.9,7.2,5.9,0,0,0,1,0
Pycnopygius ixoides,basal_oscine,90.0,73.0,19.8,11.2,21.2,5.6,5.1,0,0,0,1,0
Pycnopygius stictocephalus,basal_oscine,108.0,91.0,19.9,12.0,23.3,6.1,5.1,0,0,0,1,0
Scenopoeetes dentirostris,basal_oscine,144.5,123.5,34.1,25.9,30.2,17.4,16.9,0,0,0,1,0
Sericornis spilodera,basal_oscine,59.0,40.0,16.6,9.2,14.0,4.5,3.3,0,0,0,1,0
Sericulus aureus,basal_oscine,141.0,81.5,43.9,29.9,24.7,11.8,9.6,0,0,0,1,0
Sericulus chrysocephalus,basal_oscine,124.5,85.3,35.8,27.4,28.1,12.1,9.1,0,0,0,1,0
Sipodotus wallacii,basal_oscine,49.0,48.0,18.7,10.0,17.7,6.3,4.2,0,0,0,1,0
Stipiturus malachurus,basal_oscine,43.5,110.5,21.2,13.4,12.1,4.6,3.5,0,0,0,1,0
Stipiturus mallee,basal_oscine,41.5,76.5,15.8,10.8,12.4,4.1,3.1,0,0,0,1,0
Stipiturus ruficeps,basal_oscine,36.0,66.5,14.4,9.2,10.7,4.2,3.3,0,0,0,1,0
Xanthotis flaviventer,basal_oscine,102.0,84.0,24.0,12.8,30.1,6.9,6.3,0,0,0,1,0
Xanthotis polygrammus,basal_oscine,76.0,61.0,18.7,10.7,23.0,5.3,4.9,0,0,0,1,0
Aegithina lafresnayei,core_Corvoidea,68.0,60.0,20.0,12.5,21.0,8.9,7.1,0,0,1,0,0
Aegithina tiphia,core_Corvoidea,59.0,44.0,17.8,8.4,16.9,5.8,4.5,0,0,1,0,0
Aegithina viridissima,core_Corvoidea,64.0,44.0,17.3,7.6,18.5,5.8,4.5,0,0,1,0,0
Aleadryas rufinucha,core_Corvoidea,85.7,70.2,32.8,19.1,20.8,10.1,8.8,0,0,0,1,0
Androphobus viridis,core_Corvoidea,66.0,73.0,26.4,18.9,15.6,6.9,5.6,0,0,0,1,0
Aphelocoma californica,core_Corvoidea,125.0,136.0,41.1,22.7,30.6,12.4,10.8,1,0,0,0,1
Arses telescophthalmus,core_Corvoidea,79.0,67.0,16.0,10.1,17.5,5.8,4.2,0,0,0,1,0
Artamella viridis,core_Corvoidea,113.5,72.0,24.7,17.3,25.0,10.1,9.6,0,0,0,0,1
Artamus cyanopterus,core_Corvoidea,124.0,71.0,18.3,16.7,16.7,7.4,7.8,0,0,0,1,0
Artamus superciliosus,core_Corvoidea,125.0,78.0,18.1,19.4,19.8,7.6,7.1,0,0,0,1,0
Batis diops,core_Corvoidea,61.0,39.0,20.1,12.1,15.1,7.9,5.5,0,1,0,0,0
Batis fratrum,core_Corvoidea,58.5,33.5,19.5,11.1,16.5,7.5,5.0,0,1,0,0,0
Batis margaritae,core_Corvoidea,65.5,47.0,20.8,12.7,16.6,7.7,5.2,0,1,0,0,0
Bias musicus,core_Corvoidea,89.3,48.7,11.9,8.9,23.1,9.4,6.0,0,1,0,0,0
Calicalicus madagascariensis,core_Corvoidea,67.0,46.0,18.7,14.3,14.1,6.6,5.5,0,0,0,0,1
Calocitta formosa,core_Corvoidea,189.5,272.0,46.3,30.3,41.5,19.8,16.0,1,0,0,0,0
Campephaga quiscalina,core_Corvoidea,97.4,83.4,18.1,11.9,19.8,8.2,6.0,0,0,0,1,0
Campochaera sloetii,core_Corvoidea,102.0,93.0,19.4,14.6,15.2,9.5,5.9,0,0,0,1,0
Chaetorhynchus papuensis,core_Corvoidea,111.0,94.5,20.1,14.7,21.5,11.8,8.2,0,0,0,1,0
Chasiempis sandwichensis,core_Corvoidea,71.0,54.0,23.3,11.9,14.8,5.4,4.2,0,0,0,1,0
Cicinnurus magnificus,core_Corvoidea,113.0,50.0,31.3,22.5,25.7,11.9,8.8,0,0,0,1,0
Cicinnurus regius,core_Corvoidea,99.0,41.0,23.0,14.4,24.5,7.9,6.8,0,0,0,1,0
Cicinnurus respublica,core_Corvoidea,97.0,44.0,30.0,18.5,20.1,8.2,7.3,0,0,0,1,0
Cinclosoma ajax,core_Corvoidea,102.5,103.0,34.7,20.7,26.0,11.0,8.0,0,0,0,1,0
Cinclosoma punctatum,core_Corvoidea,110.5,117.0,32.9,22.3,22.1,9.5,7.2,0,0,0,1,0
Colluricincla harmonica,core_Corvoidea,125.0,104.0,29.8,23.8,24.7,6.5,8.3,0,0,0,1,0
Colluricincla megarhyncha,core_Corvoidea,94.5,74.0,23.4,16.4,22.1,8.5,7.6,0,0,0,1,0
Colluricincla tenebrosa,core_Corvoidea,90.0,87.0,29.3,18.5,22.8,11.3,9.4,0,0,0,1,0
Coracina azurea,core_Corvoidea,108.3,78.1,19.0,12.6,22.9,8.9,6.9,0,1,0,0,0
Coracina boyeri,core_Corvoidea,126.0,95.0,17.8,13.6,22.8,8.0,8.1,0,0,1,0,0
Coracina fimbriata,core_Corvoidea,91.7,81.7,18.2,13.3,18.8,8.6,5.8,0,0,1,0,0
Coracina melas,core_Corvoidea,122.0,99.0,20.0,13.6,25.2,8.3,7.1,0,0,0,1,0
Coracina novaehollandiae,core_Corvoidea,199.0,141.0,26.3,25.1,26.6,12.4,11.5,0,0,1,1,0
Coracina parvula,core_Corvoidea,144.0,100.0,23.5,18.4,27.5,14.5,9.9,0,0,0,1,0
Coracina tenuirostris,core_Corvoidea,117.5,103.5,23.5,17.9,27.5,12.2,9.8,0,0,0,1,0
Coracina typica,core_Corvoidea,106.4,79.5,26.1,19.3,22.7,11.4,8.1,0,0,0,0,1
Coracornis raveni,core_Corvoidea,80.0,68.5,23.6,14.5,16.2,7.7,5.7,0,0,0,1,0
Corcorax melanorhamphos,core_Corvoidea,241.7,210.7,65.4,41.3,46.2,14.9,15.6,0,0,0,1,0
Corvinella corvina,core_Corvoidea,123.0,152.0,31.2,22.9,22.5,13.1,11.5,0,1,0,0,0
Corvus brachyrhynchos,core_Corvoidea,311.0,197.5,59.9,38.2,52.6,21.1,20.8,0,0,0,0,1
Corvus corax,core_Corvoidea,433.0,270.0,62.1,46.1,79.6,34.2,31.6,1,0,1,0,1
Corvus corone,core_Corvoidea,306.0,210.0,52.2,35.2,52.4,21.2,19.3,0,0,1,0,1
Corvus enca,core_Corvoidea,314.0,162.0,48.9,31.1,64.1,17.1,18.9,0,0,1,1,0
Corvus jamaicensis,core_Corvoidea,231.0,140.5,49.0,33.8,49.5,24.6,22.9,0,0,0,0,1
Corvus macrorhynchos,core_Corvoidea,314.0,203.0,53.7,39.6,65.2,25.6,22.9,0,0,1,1,1
Corvus tristis,core_Corvoidea,318.0,230.0,53.0,35.3,64.9,19.4,24.0,0,0,0,1,0
Cracticus cassicus,core_Corvoidea,167.0,130.5,33.3,24.4,52.9,19.8,20.5,0,0,0,1,0
Cracticus nigrogularis,core_Corvoidea,148.0,107.0,27.6,21.9,38.4,15.4,14.8,0,0,0,1,0
Cracticus quoyi,core_Corvoidea,175.0,141.0,40.9,27.5,57.1,17.7,19.2,0,0,0,1,0
Cracticus torquatus,core_Corvoidea,134.5,112.0,28.8,20.5,36.9,15.5,14.3,0,0,0,1,0
Crypsirina temia,core_Corvoidea,112.0,168.0,27.4,18.1,25.9,11.8,12.5,0,0,1,0,0
Cyanocitta cristata,core_Corvoidea,134.0,129.0,35.0,20.5,28.4,10.6,9.4,1,0,0,0,1
Cyanocorax cristatellus,core_Corvoidea,194.0,141.0,47.3,31.2,36.1,18.5,16.7,1,0,0,0,0
Cyanocorax cyanomelas,core_Corvoidea,192.0,145.0,45.7,24.9,39.3,13.4,14.4,1,0,0,0,0
Cyanocorax morio,core_Corvoidea,195.0,196.0,48.5,30.5,47.5,20.0,18.3,1,0,0,0,0
Cyanocorax yncas,core_Corvoidea,111.0,129.0,36.0,19.5,28.6,13.6,11.2,1,0,0,0,0
Cyanolanius madagascarinus,core_Corvoidea,91.5,63.5,19.0,11.2,16.6,8.2,7.0,0,0,0,0,1
Cyanolyca pulchra,core_Corvoidea,125.0,142.0,41.1,24.5,36.2,16.7,15.3,1,0,0,0,0
Cyanolyca turcosa,core_Corvoidea,142.0,148.0,40.7,23.8,32.5,15.1,14.4,1,0,0,0,0
Cyanopica cyanus,core_Corvoidea,140.0,216.0,31.6,22.6,30.5,14.3,12.1,0,0,1,0,1
Cyclarhis gujanensis,core_Corvoidea,73.0,53.5,22.4,17.1,20.8,10.1,9.9,1,0,0,0,0
Daphoenositta chrysoptera,core_Corvoidea,80.3,34.3,16.0,15.8,14.6,4.4,3.8,0,0,0,1,0
Daphoenositta miranda,core_Corvoidea,85.0,41.0,18.6,16.8,11.9,4.7,4.5,0,0,0,1,0
Dendrocitta formosae,core_Corvoidea,142.0,221.0,28.5,20.4,31.8,14.3,15.2,0,0,1,0,0
Dendrocitta occipitalis,core_Corvoidea,139.0,297.0,30.8,21.9,33.7,17.6,18.6,0,0,1,0,0
Dicrurus adsimilis,core_Corvoidea,119.5,98.5,19.1,14.5,23.0,11.8,8.3,0,1,0,0,0
Dicrurus aeneus,core_Corvoidea,109.0,98.0,14.0,8.8,22.1,9.5,6.6,0,0,1,0,0
Dicrurus atripennis,core_Corvoidea,115.1,96.2,16.8,13.0,23.3,11.0,8.4,0,1,0,0,0
Dicrurus hottentottus,core_Corvoidea,148.0,122.0,21.3,14.7,34.6,11.8,11.4,0,0,1,1,0
Dicrurus leucophaeus,core_Corvoidea,129.0,118.5,20.1,15.4,26.9,14.0,10.0,0,0,1,1,0
Dicrurus ludwigii,core_Corvoidea,104.4,84.4,17.7,11.1,20.4,9.3,6.8,0,1,0,0,0
Dicrurus paradiseus,core_Corvoidea,140.0,282.0,20.9,12.4,31.3,12.2,11.1,0,0,1,0,0
Dryoscopus cubla,core_Corvoidea,81.0,61.0,21.8,15.3,22.5,8.8,8.1,0,1,0,0,0
Dryoscopus gambensis,core_Corvoidea,82.0,74.0,25.7,15.1,22.3,8.9,7.7,0,1,0,0,0
Dryoscopus pringlii,core_Corvoidea,70.0,51.0,20.9,14.3,19.3,8.5,7.4,0,1,0,0,0
Epimachus meyeri,core_Corvoidea,169.0,558.5,52.9,36.5,87.0,15.1,11.7,0,0,0,1,0
Erpornis zantholeuca,core_Corvoidea,69.0,44.0,16.0,7.2,15.0,4.4,4.2,0,0,1,0,0
Eulacestoma nigropectus,core_Corvoidea,70.5,52.8,19.9,14.5,15.7,6.5,8.5,0,0,0,1,0
Eurocephalus anguitimens,core_Corvoidea,122.0,88.0,21.1,16.4,22.7,11.1,10.5,0,1,0,0,0
Euryceros prevostii,core_Corvoidea,145.0,105.0,27.3,25.9,43.0,19.0,18.7,0,0,0,0,1
Falculea palliata,core_Corvoidea,152.0,104.0,33.2,26.7,56.9,11.9,9.7,0,0,0,0,1
Falcunculus frontatus,core_Corvoidea,93.3,78.5,21.0,16.0,18.1,7.2,11.2,0,0,0,1,0
Garrulus glandarius,core_Corvoidea,176.0,146.0,41.4,24.6,30.4,13.6,14.0,0,0,1,0,1
Grallina bruijni,core_Corvoidea,99.0,75.0,27.9,18.3,21.5,6.2,5.9,0,0,0,1,0
Grallina cyanoleuca,core_Corvoidea,135.0,128.0,45.1,21.8,26.1,10.9,9.2,0,0,0,1,0
Gymnorhina tibicen,core_Corvoidea,266.0,151.0,57.0,40.8,46.3,14.5,17.4,0,0,0,1,0
Hemipus hirundinaceus,core_Corvoidea,66.0,47.0,11.9,7.5,19.1,6.7,4.5,0,0,1,0,0
Hylophilus aurantiifrons,core_Corvoidea,56.0,40.0,16.3,10.0,15.7,6.2,5.0,1,0,0,0,0
Hylophilus decurtatus,core_Corvoidea,53.0,36.0,16.6,8.7,15.2,6.3,4.5,1,0,0,0,0
Hylophilus flavipes,core_Corvoidea,55.0,46.0,18.4,10.5,14.9,5.9,5.1,1,0,0,0,0
Hylophilus hypoxanthus,core_Corvoidea,92.0,45.0,16.8,11.7,15.2,6.6,5.2,1,0,0,0,0
Hylophilus ochraceiceps,core_Corvoidea,56.5,41.0,18.0,10.0,14.7,5.9,4.7,1,0,0,0,0
Hypothymis azurea,core_Corvoidea,67.0,65.0,15.5,8.6,15.1,6.0,4.2,0,0,1,0,0
Ifrita kowaldi,core_Corvoidea,82.8,59.5,28.1,18.6,17.6,8.3,6.7,0,0,0,1,0
Lalage atrovirens,core_Corvoidea,98.0,76.0,17.2,11.0,17.8,5.7,4.6,0,0,0,1,0
Lamprolia victoriae,core_Corvoidea,81.0,50.0,22.3,13.8,18.3,6.8,4.9,0,0,0,1,0
Laniarius aethiopicus,core_Corvoidea,94.0,89.0,33.3,21.9,24.9,11.0,10.3,0,1,0,0,0
Laniarius atrococcineus,core_Corvoidea,97.0,99.0,31.4,18.3,24.1,9.6,9.8,0,1,0,0,0
Laniarius barbarus,core_Corvoidea,106.0,102.0,36.1,18.8,25.7,12.3,10.6,0,1,0,0,0
Laniarius bicolor,core_Corvoidea,107.0,104.0,33.0,23.8,28.5,9.3,9.1,0,1,0,0,0
Laniarius erythrogaster,core_Corvoidea,105.0,100.0,32.3,21.9,25.8,9.9,9.0,0,1,0,0,0
Laniarius ferrugineus,core_Corvoidea,96.0,105.0,36.1,21.4,26.6,11.7,10.3,0,1,0,0,0
Laniarius fuelleborni,core_Corvoidea,81.0,79.0,31.6,19.6,25.1,10.6,9.6,0,1,0,0,0
Laniarius luehderi,core_Corvoidea,90.0,87.0,31.0,18.7,26.9,10.4,10.1,0,1,0,0,0
Laniarius poensis,core_Corvoidea,84.0,87.0,30.1,19.7,23.3,11.1,9.9,0,1,0,0,0
Lanioturdus torquatus,core_Corvoidea,81.0,37.0,29.3,16.9,21.7,8.4,5.5,0,1,0,0,0
Lanius cabanisi,core_Corvoidea,113.0,151.0,33.2,23.0,25.8,12.7,12.5,0,1,0,0,0
Lanius collaris,core_Corvoidea,91.0,109.0,25.4,17.6,19.2,11.1,9.5,0,1,0,0,0
Lanius collurio,core_Corvoidea,92.0,79.0,23.0,16.6,21.1,8.8,7.9,0,0,1,0,0
Lanius dorsalis,core_Corvoidea,100.0,89.0,25.3,19.3,21.7,12.2,10.1,0,1,0,0,0
Lanius excubitoroides,core_Corvoidea,118.0,146.0,29.7,24.7,23.0,11.3,10.1,0,1,0,0,0
Lanius ludovicianus,core_Corvoidea,94.0,97.0,26.5,16.4,20.2,10.4,8.8,0,0,0,0,1
Lanius mackinnoni,core_Corvoidea,89.0,107.0,24.6,17.9,20.2,11.0,9.7,0,1,0,0,0
Lanius minor,core_Corvoidea,122.0,89.0,25.1,18.4,22.6,11.6,11.4,0,0,0,0,1
Lanius nubicus,core_Corvoidea,92.0,86.0,22.4,14.8,18.2,8.1,7.4,0,0,0,0,1
Lanius schach,core_Corvoidea,105.0,130.0,32.4,22.1,24.4,12.5,11.1,0,0,1,1,1
Lanius senator,core_Corvoidea,98.0,75.0,23.9,17.3,18.9,9.2,9.0,0,0,0,0,1
Lanius sphenocercus,core_Corvoidea,122.0,146.0,29.4,20.0,23.5,11.9,10.9,0,0,0,0,1
Lanius tephronotus,core_Corvoidea,101.0,109.0,27.7,20.1,20.8,11.5,10.7,0,0,1,0,0
Lanius tigrinus,core_Corvoidea,84.0,69.0,22.6,16.3,18.2,10.3,9.4,0,1,0,0,0
Leptopterus chabert,core_Corvoidea,98.0,46.5,18.6,12.5,18.7,8.0,6.8,0,0,0,0,1
Lophorina superba,core_Corvoidea,133.0,88.0,35.3,23.1,25.7,9.2,9.1,0,0,0,1,0
Lycocorax pyrrhopterus,core_Corvoidea,189.0,139.0,45.3,31.7,47.8,16.4,17.5,0,0,0,1,0
Machaerirhynchus flaviventer,core_Corvoidea,60.0,43.0,13.7,8.0,17.3,8.6,4.1,0,0,0,1,0
Malaconotus alius,core_Corvoidea,108.0,105.0,31.6,18.8,31.1,14.6,13.3,0,1,0,0,0
Malaconotus blanchoti,core_Corvoidea,114.0,112.0,35.0,22.0,30.6,14.0,13.3,0,1,0,0,0
Manucodia ater,core_Corvoidea,169.0,137.0,34.0,22.5,37.2,10.1,12.4,0,0,0,1,0
Melampitta lugubris,core_Corvoidea,88.3,60.5,41.4,23.5,22.4,8.7,8.1,0,0,0,1,0
Mohoua albicilla,core_Corvoidea,75.0,68.5,27.4,15.6,13.5,6.0,4.6,0,0,0,0,1
Mohoua novaeseelandiae,core_Corvoidea,65.0,54.5,19.8,12.9,11.8,5.6,4.0,0,0,0,0,1
Mohoua ochrocephala,core_Corvoidea,75.0,62.0,31.2,14.4,13.4,7.0,5.8,0,0,0,0,1
Monarcha chrysomela,core_Corvoidea,74.0,59.0,16.7,10.3,16.9,5.9,4.4,0,0,0,1,0
Monarcha guttula,core_Corvoidea,78.0,68.0,15.4,9.0,17.3,6.0,4.7,0,0,0,1,0
Myiagra alecto,core_Corvoidea,87.0,70.0,18.0,11.7,21.0,7.4,5.0,0,0,0,1,0
Myiagra inquieta,core_Corvoidea,106.0,90.0,18.7,13.5,19.8,7.1,5.0,0,0,0,1,0
Mystacornis crossleyi,core_Corvoidea,70.0,46.5,23.6,15.7,22.6,8.0,5.8,0,0,0,0,1
Nilaus afer,core_Corvoidea,77.5,44.0,20.7,12.0,18.6,7.8,6.1,0,1,0,0,0
Nucifraga caryocatactes,core_Corvoidea,187.0,152.0,38.4,26.2,51.3,18.9,15.7,0,0,1,0,1
Oreocharis arfaki,core_Corvoidea,69.0,42.5,19.3,15.4,11.9,6.9,5.0,0,0,0,1,0
Oreoica gutturalis,core_Corvoidea,109.0,78.0,29.3,17.7,19.7,9.3,9.3,0,0,0,1,0
Oriolia bernieri,core_Corvoidea,125.0,88.5,23.0,17.9,27.7,10.7,10.1,0,0,0,0,1
Oriolus brachyrhynchus,core_Corvoidea,118.9,85.3,19.1,14.1,23.3,8.4,7.8,0,1,0,0,0
Oriolus chinensis,core_Corvoidea,150.5,89.5,26.9,21.8,34.7,14.0,11.1,0,0,1,1,1
Oriolus larvatus,core_Corvoidea,122.5,74.0,22.8,16.7,26.4,10.0,8.9,0,1,0,0,0
Oriolus xanthonotus,core_Corvoidea,112.0,82.0,17.6,11.1,24.0,8.9,7.3,0,0,1,0,0
Pachycephala pectoralis,core_Corvoidea,94.0,73.0,19.5,11.0,15.3,5.2,5.4,0,0,1,1,0
Pachycephala rufiventris,core_Corvoidea,93.0,68.0,18.5,10.8,15.2,5.2,5.3,0,0,1,1,0
Pachycephala simplex,core_Corvoidea,80.0,61.0,17.2,11.1,16.7,5.1,5.2,0,0,0,1,0
Paradisaea minor,core_Corvoidea,181.0,127.0,40.2,24.2,36.7,10.5,10.5,0,0,0,1,0
Paradisaea raggiana,core_Corvoidea,185.0,152.5,44.9,32.2,37.7,17.6,13.9,0,0,0,1,0
Paramythia montium,core_Corvoidea,106.0,88.0,30.6,22.6,17.6,8.2,7.1,0,0,0,1,0
Parotia lawesii,core_Corvoidea,150.0,87.0,42.9,32.7,23.4,7.0,8.4,0,0,0,1,0
Parotia wahnesi,core_Corvoidea,148.0,182.0,47.8,29.9,30.5,15.3,10.6,0,0,0,1,0
Peltops blainvillii,core_Corvoidea,101.0,74.0,15.7,11.6,25.1,10.8,9.0,0,0,0,1,0
Pericrocotus cinnamomeus,core_Corvoidea,69.0,69.7,14.2,10.8,13.2,6.5,4.3,0,0,1,0,0
