Species name,Clade name,wing length,tail length,tarsus length,middle toe length,bill length,bill width,bill depth,Neotropics,Afrotropics,Orient,Australasia,other region
Mandingoa nitidula,Passerida,51.0,32.0,15.5,12.8,11.3,5.5,5.2,0,1,0,0,0
Margarops fuscatus,Passerida,139.0,110.0,35.3,24.8,32.6,13.5,9.9,0,0,0,0,1
Margarops fuscus,Passerida,117.0,93.0,29.1,20.4,24.4,7.6,9.0,0,0,0,0,1
Melaenornis pammelaina,Passerida,99.0,77.0,21.4,17.2,16.9,9.3,6.2,0,0,0,0,1
Melanocharis longicauda,Passerida,61.0,47.0,17.5,12.5,12.1,6.1,5.0,0,0,0,1,0
Melanocharis nigra,Passerida,62.3,39.2,15.7,10.0,13.8,5.5,4.3,0,0,0,1,0
Melanocharis versteri,Passerida,63.8,71.8,24.6,13.4,14.6,6.7,5.5,0,0,0,1,0
Melanochlora sultanea,Passerida,104.3,83.3,22.9,17.9,16.2,8.2,7.3,0,0,1,0,0
Melanocorypha bimaculata,Passerida,123.0,60.0,25.3,19.5,19.5,9.0,10.0,0,0,1,0,1
Melanocorypha calandra,Passerida,131.0,70.0,27.3,20.9,22.6,10.2,11.2,0,0,1,0,1
Melanocorypha leucoptera,Passerida,109.0,58.0,23.5,15.9,16.3,8.0,7.1,0,0,0,0,1
Melanodryas cucullata,Passerida,97.0,65.0,20.7,13.9,16.7,7.1,5.2,0,0,0,1,0
Melanoptila glabrirostris,Passerida,91.0,93.0,27.7,19.1,22.3,8.4,6.4,1,0,0,0,0
Melanospiza richardsoni,Passerida,70.0,49.0,20.8,14.7,16.5,9.6,11.0,0,0,0,0,1
Melanotis caerulescens,Passerida,109.0,111.0,28.8,21.3,29.6,9.4,7.8,1,0,0,0,1
Melanotis hypoleucus,Passerida,113.0,126.0,32.4,22.7,31.0,10.3,7.8,1,0,0,0,0
Melocichla mentalis,Passerida,74.0,81.0,28.6,18.7,20.6,8.3,6.5,0,1,0,0,0
Melospiza georgiana,Passerida,61.0,59.0,21.5,15.4,12.6,4.9,6.2,0,0,0,0,1
Melospiza lincolnii,Passerida,61.0,56.0,20.3,14.6,12.3,7.1,6.8,0,0,0,0,1
Melospiza melodia,Passerida,67.0,65.3,21.7,15.6,13.0,6.7,7.9,1,0,0,0,1
Microcerculus marginatus,Passerida,61.0,22.5,22.8,14.2,20.5,5.0,4.2,1,0,0,0,0
Microcerculus philomela,Passerida,55.0,21.0,20.1,15.7,18.4,4.7,4.5,1,0,0,0,0
Microeca flavovirescens,Passerida,78.0,58.0,15.2,9.7,15.4,6.6,4.8,0,0,0,1,0
Mimus gilvus,Passerida,109.7,111.3,31.2,19.8,23.9,10.1,7.2,1,0,0,0,1
Mimus gundlachii,Passerida,118.5,127.0,40.0,24.1,28.1,10.4,8.5,0,0,0,0,1
Mimus longicaudatus,Passerida,53.0,35.0,19.6,13.4,14.8,5.4,3.8,1,0,0,0,0
Mimus macdonaldi,Passerida,119.0,106.0,37.1,23.6,34.8,7.8,6.8,1,0,0,0,0
Mimus melanotis,Passerida,111.0,99.0,37.6,21.6,26.6,6.4,5.6,1,0,0,0,0
Mimus parvulus,Passerida,105.0,103.0,35.2,20.9,24.1,6.4,5.8,1,0,0,0,0
Mimus patagonicus,Passerida,103.0,94.0,34.0,21.3,21.8,8.7,6.5,1,0,0,0,0
Mimus polyglottos,Passerida,109.0,112.7,32.2,20.6,21.1,8.9,6.9,1,0,0,0,1
Mimus saturninus,Passerida,100.0,112.5,31.8,24.1,24.5,9.9,7.7,1,0,0,0,0
Mimus thenca,Passerida,117.3,120.3,38.9,23.6,25.4,9.8,7.3,1,0,0,0,0
Mimus trifasciatus,Passerida,109.0,102.0,34.5,21.5,29.0,6.7,6.0,1,0,0,0,0
Mimus triurus,Passerida,106.5,103.0,32.0,22.5,21.7,8.9,6.7,1,0,0,0,0
Mino anais,Passerida,143.5,70.5,29.2,28.0,27.1,12.4,10.5,0,0,0,1,0
Mino dumontii,Passerida,154.5,87.5,33.5,30.6,33.4,14.7,13.9,0,0,0,1,0
Mirafra hypermetra,Passerida,97.0,58.0,33.7,21.1,20.5,8.3,7.8,0,1,0,0,0
Mirafra javanica,Passerida,74.0,48.0,22.0,16.5,15.9,8.4,7.9,0,0,1,1,1
Mirafra rufocinnamomea,Passerida,81.0,53.0,24.0,14.5,16.5,6.6,6.8,0,1,0,0,0
Mniotilta varia,Passerida,67.5,47.0,17.1,13.0,15.3,3.1,3.2,0,0,0,0,1
Modulatrix stictigula,Passerida,81.0,66.0,30.8,20.5,20.1,7.4,4.9,0,1,0,0,0
Molothrus ater,Passerida,98.5,66.0,23.6,16.5,16.9,7.5,8.7,1,0,0,0,1
Molothrus bonariensis,Passerida,102.0,76.5,25.2,19.2,21.0,9.1,10.1,1,0,0,0,1
Monticola imerinus,Passerida,79.0,53.0,24.5,18.2,18.3,8.6,5.5,0,0,0,0,1
Montifringilla nivalis,Passerida,121.0,67.0,22.5,18.9,17.3,9.1,9.8,0,0,0,0,1
Motacilla alba,Passerida,96.0,88.0,25.2,16.6,16.3,5.7,5.1,0,0,1,0,1
Motacilla cinerea,Passerida,86.0,96.0,20.3,13.6,16.7,5.6,4.2,0,0,0,0,1
Motacilla citreola,Passerida,87.0,81.0,24.3,16.2,17.0,5.4,4.6,0,0,1,0,1
Motacilla flava,Passerida,82.0,70.0,24.8,16.9,16.8,5.6,4.2,0,0,0,0,1
Muscicapa adusta,Passerida,67.0,46.0,15.6,10.8,13.3,7.3,4.5,0,1,0,0,0
Muscicapa ferruginea,Passerida,72.0,46.0,11.0,10.2,11.9,7.1,4.5,0,0,1,0,0
Muscicapa sibirica,Passerida,75.0,45.0,10.6,9.6,11.1,6.3,3.9,0,0,1,0,1
Myadestes genibarbis,Passerida,92.0,92.0,22.3,15.3,15.1,10.2,4.6,0,0,0,0,1
Mycerobas affinis,Passerida,128.0,81.0,27.1,24.8,26.0,14.9,16.2,0,0,1,0,0
Mycerobas carnipes,Passerida,122.0,84.0,25.5,19.9,25.7,15.5,18.4,0,0,1,0,1
Myioborus albifrons,Passerida,66.0,60.0,18.6,11.0,12.9,6.6,4.7,1,0,0,0,0
Myioborus brunniceps,Passerida,63.5,58.5,20.1,12.4,13.8,6.4,3.9,1,0,0,0,0
Myioborus melanocephalus,Passerida,66.5,60.5,20.4,12.3,12.5,6.8,4.4,1,0,0,0,0
Myioborus ornatus,Passerida,70.5,63.0,19.4,12.9,13.4,6.0,3.8,1,0,0,0,0
Myioborus pictus,Passerida,70.0,63.0,16.5,10.5,12.2,5.9,4.2,1,0,0,0,1
Myioborus torquatus,Passerida,68.0,60.5,19.8,11.7,12.8,6.3,3.8,1,0,0,0,0
Myioparus plumbeus,Passerida,66.0,56.0,18.3,12.0,14.7,6.8,4.1,0,0,0,0,1
Myrmecocichla aethiops,Passerida,111.0,68.0,32.2,19.7,25.1,9.9,7.8,0,1,0,0,0
Myrmecocichla nigra,Passerida,93.0,54.0,30.8,17.5,18.4,8.4,6.6,0,1,0,0,0
Nectarinia aspasia,Passerida,58.0,33.0,12.4,8.4,20.8,3.9,2.9,0,0,0,1,0
Nectarinia jugularis,Passerida,51.0,31.0,13.5,7.9,19.4,4.3,2.9,0,0,1,1,0
Nectarinia olivacea,Passerida,60.3,45.8,15.4,8.9,25.3,4.9,3.8,0,1,0,0,0
Neocossyphus poensis,Passerida,105.4,84.4,23.8,16.8,19.0,7.0,5.4,0,1,0,0,0
Neocossyphus rufus,Passerida,111.5,90.0,25.3,17.3,20.1,7.7,5.8,0,1,0,0,0
Nesillas typica,Passerida,61.0,73.0,24.6,15.7,15.7,6.7,4.4,0,0,0,0,1
Nesocharis ansorgei,Passerida,51.0,44.0,14.4,11.0,10.7,6.5,6.9,0,1,0,0,0
Nesopsar nigerrimus,Passerida,98.0,71.0,22.9,17.2,25.1,9.6,10.2,1,0,0,0,0
Nicator chloris,Passerida,97.8,92.5,27.2,14.1,23.0,7.6,6.7,0,1,0,0,0
Nicator gularis,Passerida,98.8,102.0,29.2,18.3,23.7,11.2,8.3,0,1,0,0,0
Nigrita canicapillus,Passerida,64.0,48.0,18.3,14.6,14.0,7.8,5.9,0,1,0,0,0
Niltava macgrigoriae,Passerida,67.0,49.0,18.1,13.2,12.7,7.1,4.2,0,0,1,0,0
Niltava sundara,Passerida,85.0,68.0,21.8,16.3,16.7,7.6,5.6,0,0,1,0,0
Ocyalus latirostris,Passerida,187.0,101.5,32.5,23.3,35.7,17.3,16.3,1,0,0,0,0
Oedistoma pygmaeum,Passerida,48.0,22.0,15.8,9.4,13.0,3.6,3.3,0,0,0,1,0
Oenanthe moesta,Passerida,93.0,62.0,29.9,17.0,20.3,9.6,6.3,0,0,0,0,1
Oenanthe oenanthe,Passerida,98.0,54.0,28.6,17.0,17.7,8.0,5.4,0,0,0,0,1
Oenanthe pileata,Passerida,91.0,56.0,31.8,17.4,19.5,9.6,6.1,0,1,0,0,0
Onychognathus morio,Passerida,156.5,148.5,33.1,28.2,35.5,15.5,12.5,0,1,0,0,0
Onychognathus nabouroup,Passerida,136.0,108.0,32.5,24.3,26.6,11.0,9.2,0,1,0,0,0
Onychognathus salvadorii,Passerida,166.0,260.0,36.6,31.4,28.5,11.0,10.2,0,1,0,0,0
Onychognathus tristramii,Passerida,141.0,113.0,32.0,26.3,32.6,13.9,11.6,0,0,0,0,1
Onychognathus walleri,Passerida,130.0,89.8,26.3,21.1,24.4,11.9,8.6,0,1,0,0,0
Oporornis formosus,Passerida,68.0,49.0,22.0,13.8,14.1,3.7,3.8,0,0,0,0,1
Oreoscoptes montanus,Passerida,97.0,89.0,30.5,18.8,21.1,8.5,6.1,0,0,0,0,1
Orthotomus atrogularis,Passerida,45.0,35.0,19.0,8.3,17.3,3.6,2.4,0,0,1,0,0
Orthotomus sepium,Passerida,45.0,38.0,18.1,8.7,16.0,3.7,2.7,0,0,1,0,0
Orthotomus sericeus,Passerida,50.0,40.0,20.6,9.6,17.7,3.9,3.0,0,0,1,0,0
Orthotomus sutorius,Passerida,45.0,32.0,19.6,10.2,15.6,5.5,3.6,0,0,1,0,0
Oxylabes madagascariensis,Passerida,66.0,59.0,23.6,17.9,18.6,7.6,5.9,0,0,0,0,1
Pachycephalopsis poliosoma,Passerida,92.0,58.0,29.6,17.5,20.3,10.2,6.0,0,0,0,1,0
Padda oryzivora,Passerida,70.5,41.5,18.8,18.1,16.8,9.8,10.8,0,0,1,0,0
Parmoptila woodhousei,Passerida,52.8,37.7,13.6,9.4,12.5,5.0,4.0,0,1,0,0,0
Paroaria coronata,Passerida,98.5,81.0,25.9,17.8,16.7,8.6,9.2,1,0,0,0,0
Paroaria gularis,Passerida,78.0,65.0,20.8,16.0,16.2,6.9,6.6,1,0,0,0,0
Parula americana,Passerida,54.0,40.0,16.1,10.3,12.1,4.4,3.7,0,0,0,0,1
Parus atricapillus,Passerida,63.0,65.0,17.4,10.3,9.5,2.9,3.9,0,0,0,0,1
Parus carolinensis,Passerida,61.5,52.5,15.7,9.6,9.6,2.7,3.6,0,0,0,0,1
Passer domesticus,Passerida,78.5,54.0,19.3,16.2,15.1,8.5,8.4,0,1,0,0,1
Passer griseus,Passerida,85.0,58.0,19.1,15.8,14.8,7.5,7.9,0,1,0,0,0
Passer rufocinctus,Passerida,77.0,53.0,20.1,15.0,13.2,7.4,8.0,0,1,0,0,0
Passer suahelicus,Passerida,89.0,64.0,18.7,15.1,13.2,7.3,7.9,0,1,0,0,0
Passerculus sandwichensis,Passerida,72.0,50.0,21.4,17.4,13.3,6.7,6.6,1,0,0,0,1
Passerella iliaca,Passerida,87.0,69.0,24.9,16.5,13.6,9.5,11.4,0,0,0,0,1
Passerina caerulea,Passerida,84.0,64.0,20.4,16.1,19.8,10.5,12.5,1,0,0,0,1
Passerina cyanea,Passerida,66.0,50.0,17.2,12.5,13.2,5.7,6.4,0,0,0,0,1
Pellorneum capistratum,Passerida,69.0,53.0,29.6,16.4,18.0,6.0,4.6,0,0,1,0,0
Peneothello bimaculata,Passerida,93.0,50.0,23.3,16.7,19.9,10.4,5.2,0,0,0,1,0
Petrochelidon fulva,Passerida,102.0,45.0,11.2,11.2,10.5,10.1,4.4,1,0,0,0,1
Petrochelidon pyrrhonota,Passerida,108.0,49.0,12.6,12.1,10.7,8.9,4.5,1,0,0,0,1
Petroica australis,Passerida,97.0,67.0,35.7,21.8,19.5,7.5,5.9,0,0,0,0,1
Petroica goodenovii,Passerida,65.0,47.0,17.4,11.0,10.1,4.8,3.7,0,0,0,1,0
Petroica macrocephala,Passerida,70.0,53.0,21.7,14.4,12.2,4.9,3.8,0,0,0,0,1
Petroica multicolor,Passerida,74.5,51.5,20.1,14.2,11.9,5.1,3.9,0,0,0,1,0
Petronia petronia,Passerida,100.0,54.0,19.8,17.3,15.7,8.7,9.7,0,0,0,0,1
Petronia xanthocollis,Passerida,79.0,48.0,16.4,14.1,14.8,6.8,6.7,0,1,1,0,0
Peucedramus taeniatus,Passerida,77.3,48.3,17.6,16.4,12.5,4.5,3.5,1,0,0,0,1
Phaeothlypis rivularis,Passerida,62.2,48.6,22.3,13.2,15.6,7.5,4.9,1,0,0,0,0
Phainopepla nitens,Passerida,92.5,91.5,18.3,14.6,14.2,7.8,5.2,1,0,0,0,1
Phainoptila melanoxantha,Passerida,101.0,83.5,27.1,19.4,20.1,9.4,7.4,1,0,0,0,0
Pheucticus chrysopeplus,Passerida,111.0,88.0,27.3,18.0,26.7,13.9,16.3,1,0,0,0,0
Pheucticus ludovicianus,Passerida,100.0,74.0,22.5,15.3,20.8,12.0,13.2,0,0,0,0,1
Pheucticus melanocephalus,Passerida,99.0,78.0,23.6,17.6,19.9,11.8,13.6,0,0,0,0,1
Philesturnus carunculatus,Passerida,98.0,89.5,44.6,30.3,40.1,11.2,12.5,0,0,0,0,1
Phoenicurus ochruros,Passerida,85.0,61.0,24.5,16.5,14.2,7.1,4.8,0,0,1,0,1
Phoenicurus phoenicurus,Passerida,80.0,57.0,21.6,14.0,15.6,6.9,4.4,0,0,0,0,1
Phrygilus alaudinus,Passerida,75.3,57.0,21.6,14.1,13.9,6.8,7.3,1,0,0,0,0
Phyllastrephus albigularis,Passerida,76.7,68.5,18.6,10.3,20.0,6.5,4.9,0,1,0,0,0
Phyllastrephus icterinus,Passerida,73.8,65.8,18.4,9.4,18.9,5.9,4.4,0,1,0,0,0
Phyllastrephus xavieri,Passerida,81.0,72.5,19.9,10.1,20.3,6.0,4.9,0,1,0,0,0
Phyllolais pulchella,Passerida,46.0,42.0,14.5,9.6,10.5,3.9,2.6,0,1,0,0,0
Phylloscopus affinis,Passerida,60.0,48.0,19.2,11.3,12.3,4.6,3.4,0,0,1,0,0
Phylloscopus collybita,Passerida,63.0,49.0,19.7,11.2,11.8,4.8,3.0,0,0,1,0,1
Phylloscopus coronatus,Passerida,61.0,53.0,18.5,9.1,14.8,6.2,4.2,0,0,1,0,0
Phylloscopus griseolus,Passerida,66.0,58.0,22.3,12.3,14.3,5.2,4.0,0,0,0,0,1
Phylloscopus nitidus,Passerida,64.0,51.0,19.6,9.9,12.4,4.5,3.3,0,0,0,0,1
Phylloscopus presbytes,Passerida,54.0,42.0,20.4,9.8,13.5,5.1,4.4,0,0,1,1,0
Phylloscopus pulcher,Passerida,57.0,39.0,19.3,10.5,12.1,3.7,3.2,0,0,1,0,0
Phylloscopus reguloides,Passerida,56.0,43.0,17.4,10.2,13.1,5.3,3.3,0,0,1,0,0
Phylloscopus xanthoschistos,Passerida,51.0,37.0,17.1,9.5,12.1,4.7,3.5,0,0,1,0,0
Picathartes gymnocephalus,Passerida,144.3,128.8,63.7,37.2,33.9,13.6,13.8,0,1,0,0,0
Picathartes oreas,Passerida,150.0,129.5,62.7,37.7,39.1,15.7,12.8,0,1,0,0,0
Pinicola enucleator,Passerida,92.0,77.0,23.6,16.4,19.4,11.3,12.1,0,0,0,0,1
Pinicola subhimachala,Passerida,95.0,75.0,21.8,17.7,16.5,10.7,10.4,0,0,1,0,0
Pipilo chlorurus,Passerida,78.0,82.0,23.8,16.0,14.8,7.0,8.3,0,0,0,0,1
Pipilo erythrophthalmus,Passerida,85.0,92.3,27.6,19.1,15.4,8.5,8.5,1,0,0,0,1
Pipilo fuscus,Passerida,89.0,90.0,24.9,17.4,16.5,9.1,10.3,1,0,0,0,1
Piranga bidentata,Passerida,98.0,75.0,21.1,16.7,21.4,11.0,9.5,1,0,0,0,0
Piranga erythrocephala,Passerida,70.7,64.7,20.0,13.2,15.6,9.6,8.4,1,0,0,0,0
Piranga flava,Passerida,93.0,77.3,21.2,15.1,21.2,10.4,10.2,1,0,0,0,1
Piranga leucoptera,Passerida,74.0,58.0,18.6,13.1,16.0,8.4,7.6,1,0,0,0,0
Piranga ludoviciana,Passerida,99.0,72.0,22.4,14.8,19.6,10.3,8.9,0,0,0,0,1
Piranga olivacea,Passerida,98.3,67.5,19.3,14.1,17.6,8.5,8.5,0,0,0,0,1
Piranga roseogularis,Passerida,79.0,62.0,20.1,13.4,19.9,10.6,9.7,1,0,0,0,0
Piranga rubra,Passerida,94.0,68.3,19.6,14.2,21.4,9.8,9.6,0,0,0,0,1
Piranga rubriceps,Passerida,102.0,80.0,23.4,18.5,21.5,13.9,12.0,1,0,0,0,0
Platyspiza crassirostris,Passerida,84.0,55.0,28.0,18.0,16.8,11.4,7.5,1,0,0,0,0
Plocepasser mahali,Passerida,96.0,62.0,23.4,17.0,18.1,9.1,9.7,0,1,0,0,0
Ploceus capensis,Passerida,92.0,59.0,26.3,20.8,25.2,10.7,10.3,0,1,0,0,0
Ploceus hypoxanthus,Passerida,64.0,53.0,20.3,16.4,17.8,10.6,12.5,0,0,1,0,0
Ploceus intermedius,Passerida,72.0,46.0,21.2,14.4,15.4,7.5,7.3,0,1,0,0,0
Ploceus manyar,Passerida,66.0,45.0,21.3,17.8,19.5,9.8,11.1,0,0,1,0,0
Ploceus nelicourvi,Passerida,80.0,49.0,22.4,18.0,18.4,10.4,10.3,0,0,0,0,1
Ploceus reichardi,Passerida,70.0,43.0,20.4,15.1,15.8,8.9,9.4,0,1,0,0,0
Ploceus rubiginosus,Passerida,85.0,53.0,22.0,17.9,20.3,10.7,11.5,0,1,0,0,0
Ploceus spekei,Passerida,85.0,48.0,24.1,18.8,21.2,10.9,10.9,0,1,0,0,0
Poecilodryas hypoleuca,Passerida,79.0,53.0,18.5,12.2,17.6,8.2,5.7,0,0,0,1,0
Poeoptera kenricki,Passerida,99.7,81.2,21.1,17.1,18.8,9.7,6.8,0,1,0,0,0
Poeoptera lugubris,Passerida,89.3,103.4,17.6,13.0,18.4,7.4,4.5,0,1,0,0,0
Poeoptera stuhlmanni,Passerida,102.0,79.0,19.9,17.4,19.7,9.2,6.0,0,1,0,0,0
Poephila personata,Passerida,59.0,54.0,15.7,13.6,13.1,6.9,7.5,0,0,0,1,0
Polioptila caerulea,Passerida,49.0,51.0,17.4,8.6,12.7,4.5,3.1,1,0,0,0,1
Polioptila melanura,Passerida,46.0,50.0,17.4,8.6,12.0,4.4,2.9,1,0,0,0,1
Polioptila plumbea,Passerida,49.0,47.6,17.8,8.9,14.4,4.8,3.0,1,0,0,0,1
Pomatorhinus montanus,Passerida,85.0,78.0,26.9,15.8,24.9,4.5,5.5,0,0,1,0,0
Pooecetes gramineus,Passerida,82.0,64.0,21.5,14.4,12.3,7.5,7.2,0,0,0,0,1
Poospiza hispaniolensis,Passerida,63.0,45.0,21.0,13.3,13.9,6.0,6.3,1,0,0,0,0
Prinia bairdii,Passerida,58.0,78.0,23.9,13.7,13.9,5.6,4.5,0,1,0,0,0
Prinia hodgsonii,Passerida,53.0,52.0,18.3,11.2,13.3,4.2,3.2,0,0,1,0,0
Prinia leucopogon,Passerida,61.0,69.0,21.0,12.9,16.3,5.5,4.6,0,1,0,0,0
Prinia socialis,Passerida,50.0,60.0,19.7,12.0,14.1,4.4,3.7,0,0,1,0,0
Prinia subflava,Passerida,52.0,40.0,19.7,11.6,14.5,5.6,3.8,0,1,1,0,0
Prionochilus maculatus,Passerida,52.0,22.0,12.7,7.2,11.3,5.0,4.2,0,0,1,0,0
Prionochilus percussus,Passerida,55.5,27.5,14.2,8.9,10.5,5.4,4.7,0,0,1,0,0
Progne chalybea,Passerida,133.0,65.0,13.6,14.7,16.5,16.4,6.0,1,0,0,0,0
Progne subis,Passerida,143.0,73.0,14.7,15.4,16.3,15.9,6.1,0,0,0,0,1
Progne tapera,Passerida,130.0,60.0,12.6,12.3,15.9,11.2,6.0,1,0,0,0,0
Promerops cafer,Passerida,96.0,246.0,25.4,19.8,35.1,5.6,5.4,0,1,0,0,0
Promerops gurneyi,Passerida,89.0,134.5,22.2,18.2,32.1,5.6,5.0,0,1,0,0,0
Protonotaria citrea,Passerida,68.0,43.0,18.4,12.0,17.4,3.9,4.3,0,0,0,0,1
Prunella atrogularis,Passerida,71.0,56.0,20.4,14.9,14.0,6.4,5.6,0,0,0,0,1
Prunella collaris,Passerida,95.5,62.0,24.8,17.0,15.8,7.0,5.8,0,0,1,0,1
Prunella fulvescens,Passerida,79.0,63.5,22.2,14.6,15.5,6.5,5.1,0,0,1,0,1
Prunella modularis,Passerida,69.0,54.0,21.3,16.0,14.0,5.9,4.8,0,0,0,0,1
Prunella rubeculoides,Passerida,75.0,56.0,22.7,15.2,14.9,5.9,5.6,0,0,1,0,0
Prunella rubida,Passerida,71.5,51.0,21.7,15.7,14.7,6.5,4.8,0,0,0,0,1
Prunella strophiata,Passerida,63.5,50.5,20.6,15.8,13.3,6.3,5.5,0,0,1,0,0
Psalidoprocne pristoptera,Passerida,103.0,84.0,8.2,7.7,8.4,5.8,3.2,0,1,0,0,0
Psaltriparus minimus,Passerida,47.0,49.8,16.4,8.7,8.5,4.2,3.9,1,0,0,0,1
Psarocolius angustifrons,Passerida,225.3,184.0,47.4,33.6,57.4,18.2,21.2,1,0,0,0,0
Psarocolius atrovirens,Passerida,170.5,129.5,39.8,27.3,44.2,17.5,20.7,1,0,0,0,0
Psarocolius bifasciatus,Passerida,248.8,198.0,52.7,49.0,67.9,20.1,31.3,1,0,0,0,0
Psarocolius decumanus,Passerida,197.6,169.2,45.5,32.1,52.4,18.3,23.1,1,0,0,0,0
Psarocolius montezuma,Passerida,236.0,166.0,58.7,45.6,74.4,20.7,31.9,1,0,0,0,0
Psarocolius viridis,Passerida,229.0,172.0,51.2,37.1,55.7,19.3,26.8,1,0,0,0,0
Psarocolius wagleri,Passerida,191.8,121.0,36.0,28.0,60.9,19.3,25.1,1,0,0,0,0
Pseudalaemon fremantlii,Passerida,80.0,42.0,21.1,14.6,17.6,6.8,6.7,0,1,1,0,1
Pseudochelidon eurystomina,Passerida,123.5,41.5,14.8,14.4,14.4,9.8,6.1,0,1,0,0,0
Pseudonigrita arnaudi,Passerida,62.0,29.0,18.4,12.8,11.8,6.7,6.6,0,1,0,0,0
Pseudonigrita cabanisi,Passerida,72.0,46.0,17.9,13.9,14.2,7.8,8.9,0,1,0,0,0
Ptilocichla leucogrammica,Passerida,80.0,41.0,32.7,17.8,22.5,6.1,5.5,0,0,1,0,0
Ptilogonys caudatus,Passerida,95.5,118.0,18.2,15.2,16.2,8.7,6.3,1,0,0,0,0
Ptilogonys cinereus,Passerida,92.0,94.5,17.5,15.6,15.4,9.2,5.6,1,0,0,0,0
Pycnonotus atriceps,Passerida,75.0,60.0,13.8,9.8,15.7,6.0,4.5,0,0,1,0,0
Pycnonotus brunneus,Passerida,85.0,70.0,17.4,10.5,17.1,6.6,5.3,0,0,1,0,0
Pycnonotus cafer,Passerida,102.0,93.0,24.7,17.2,21.8,9.4,8.1,0,0,1,0,0
Pycnonotus cyaniventris,Passerida,74.0,57.0,14.2,8.8,14.6,5.7,3.8,0,0,1,0,0
Pycnonotus erythropthalmos,Passerida,72.0,62.0,15.4,9.0,14.4,6.3,4.0,0,0,1,0,0
Pycnonotus eutilotus,Passerida,81.0,72.0,15.6,11.9,18.9,7.4,5.2,0,0,1,0,0
Pycnonotus jocosus,Passerida,90.0,89.0,21.6,14.6,18.1,7.3,6.4,0,0,1,0,1
Pycnonotus melanoleucos,Passerida,84.0,71.0,12.4,10.9,17.2,6.6,4.5,0,0,1,0,0
Pycnonotus zeylanicus,Passerida,120.0,108.0,23.5,15.3,25.8,8.8,8.0,0,0,1,0,0
Pyrrhula pyrrhula,Passerida,90.0,62.0,18.9,13.9,14.5,10.5,10.2,0,0,0,0,1
Pytilia melba,Passerida,58.0,45.0,16.3,10.8,14.1,6.1,6.0,0,1,0,0,0
Quelea erythrops,Passerida,66.0,34.0,19.2,17.0,16.1,8.9,9.2,0,1,0,0,0
Quelea quelea,Passerida,68.0,40.0,18.4,15.8,16.4,9.2,9.9,0,1,0,0,0
Quiscalus lugubris,Passerida,117.5,86.0,33.4,25.2,30.5,10.4,10.3,0,0,0,0,1
Quiscalus major,Passerida,162.5,150.5,46.8,31.9,40.0,13.6,13.9,0,0,0,0,1
Quiscalus mexicanus,Passerida,169.5,182.5,46.2,32.4,41.6,15.8,14.7,1,0,0,0,1
Quiscalus niger,Passerida,139.0,118.5,37.2,25.2,35.1,12.2,13.4,0,0,0,0,1
Quiscalus quiscula,Passerida,140.0,118.0,38.3,27.6,31.7,11.6,12.6,0,0,0,0,1
Ramphocaenus melanurus,Passerida,48.0,42.0,19.0,11.3,23.1,5.3,3.9,1,0,0,0,0
Ramphocelus bresilius,Passerida,82.5,79.5,23.2,16.1,19.8,10.6,9.2,1,0,0,0,0
Ramphocelus carbo,Passerida,79.8,76.5,19.8,11.9,18.8,9.6,9.4,1,0,0,0,0
Ramphocelus dimidiatus,Passerida,77.0,70.0,20.9,14.0,18.8,11.5,9.4,1,0,0,0,0
